year,stock_code,company_name,industry,industry_code,revenue,receivables,gross_profit,operating_income,total_assets,current_assets,ppe,total_liabilities,net_income,operating_cash_flow,matched_accounts,missing_optional_accounts
2020,002360,SH에너지화학,Manufacturing,201.0,93584261789.0,15599021540.0,1088080587.0,-7851790882.0,117356594102.0,72449407257.0,36567989497.0,27348203554.0,-6945600152.0,4213789736.0,,
2021,002360,SH에너지화학,Manufacturing,201.0,139801659440.0,22854450623.0,9932508137.0,342824636.0,119629057587.0,78260037831.0,34149463964.0,27889955545.0,611077450.0,-3788840039.0,,
2022,002360,SH에너지화학,Manufacturing,201.0,167355874554.0,21116365214.0,10960794060.0,805218302.0,124160292131.0,81702957489.0,37044118731.0,30058823992.0,1832403955.0,-2342284700.0,,
2023,002360,SH에너지화학,Manufacturing,201.0,134037726894.0,19074689230.0,6195911030.0,-4115868315.0,120793105133.0,78088815011.0,35116028599.0,30661330140.0,-2582296699.0,4263568355.0,,
2024,002360,SH에너지화학,Manufacturing,201.0,126047268210.0,17798883917.0,-32503925.0,-9694396156.0,110375913378.0,71908117461.0,29359518952.0,30420665142.0,-10416230655.0,-4720370652.0,,
2019,002380,케이씨씨,Manufacturing,20411.0,2719563984151.0,600451081714.0,638785829774.0,133209522238.0,9382221503013.0,2059589238830.0,2321212669240.0,4928994646675.0,-221877261778.0,274779646909.0,,
2020,002380,케이씨씨,Manufacturing,20411.0,5083631492987.0,916898552715.0,1041844824831.0,133845504026.0,12347572328146.0,3372155707442.0,3688560391632.0,7101577326376.0,560873030681.0,679854398097.0,,
2021,002380,케이씨씨,Manufacturing,20411.0,5874899292339.0,1024255841051.0,1326564422000.0,388769767968.0,12878863208936.0,3668126354343.0,3560280049712.0,7502796337015.0,-53211168479.0,424043437081.0,,
2022,002380,케이씨씨,Manufacturing,20411.0,6774793651227.0,1077382573724.0,1484908757120.0,467661528938.0,13118486307658.0,4029782763437.0,3534802588921.0,7567347802320.0,28661656966.0,384566370763.0,,
2023,002380,케이씨씨,Manufacturing,20411.0,6288442613717.0,1039818291729.0,1328499768783.0,312530203929.0,13353471078397.0,4178192966688.0,3447106244857.0,7905941668878.0,92502625102.0,788266331197.0,,
2024,002380,케이씨씨,Manufacturing,20411.0,6658762417820.0,1213492615213.0,1630720958876.0,471118235184.0,13108550142754.0,3994488398577.0,3525478447439.0,8069234736205.0,293294512467.0,596801288316.0,,
2019,002390,한독,Manufacturing,212.0,473000099749.0,160980195240.0,165997829240.0,27467269538.0,748667225874.0,309606727660.0,167481779262.0,404672384495.0,33925732940.0,8798266178.0,,
2020,002390,한독,Manufacturing,212.0,503611879693.0,171848053011.0,168391262823.0,28376314663.0,818926686626.0,328222219660.0,174065651130.0,437077758330.0,26978482119.0,24341172259.0,,
2021,002390,한독,Manufacturing,212.0,517641069438.0,172611172642.0,167548223114.0,28006350245.0,841561831887.0,325526437557.0,209243335310.0,457565420779.0,3288807244.0,37229141897.0,,
2022,002390,한독,Manufacturing,212.0,543759151916.0,172465451540.0,173713816223.0,28496185960.0,871106170067.0,354171988191.0,220203408013.0,489250127554.0,10595832696.0,30519188794.0,,
2023,002390,한독,Manufacturing,212.0,522741079531.0,167399057144.0,166347664155.0,12578832018.0,790339658177.0,295289892016.0,222795113239.0,449706525420.0,-28940426192.0,35976851404.0,,
2024,002390,한독,Manufacturing,212.0,507358329302.0,164901427722.0,157413920272.0,538506984.0,788555006781.0,327554127847.0,217376251222.0,499494735812.0,-52665955894.0,-2787571335.0,,
2019,002410,범양건영,Construction,411.0,276111459091.0,16949182526.0,19902299385.0,11451588698.0,138462329746.0,70849026125.0,35508771576.0,68465634074.0,19716990471.0,9016181161.0,,
2020,002410,범양건영,Construction,411.0,144357123687.0,21318110979.0,22161230137.0,12006624982.0,149793803027.0,79845306442.0,45187562512.0,76477865887.0,11715495024.0,10907038332.0,,
2021,002410,범양건영,Construction,411.0,111908019893.0,23217818990.0,13610205859.0,3024063646.0,191769768929.0,122357950629.0,44893769545.0,112322390976.0,5886536283.0,7208512853.0,,
2022,002410,범양건영,Construction,411.0,119750819393.0,11484434922.0,-1566097474.0,-12326103597.0,215054261704.0,79479043859.0,67579751723.0,144032362262.0,-8414779933.0,-58386158503.0,,
2023,002410,범양건영,Construction,411.0,120763371366.0,4558788909.0,4739925306.0,-10434014937.0,192910732982.0,79442666367.0,67952345949.0,130776898314.0,-9110987152.0,-6089352257.0,,
2024,002410,범양건영,Construction,411.0,101357084787.0,23228742171.0,-26236892350.0,-38232332659.0,187184486500.0,85310733695.0,55194308112.0,168333689461.0,-46345997273.0,-16629483240.0,,
2019,002420,세기상사,Wholesale/Retail,477.0,5146682984.0,228051860.0,220177620.0,-456521470.0,41553081175.0,1710516169.0,39735730517.0,19117276020.0,-941242588.0,-533124464.0,,
2020,002420,세기상사,Wholesale/Retail,477.0,2234196226.0,71553172.0,-630916457.0,-1202523191.0,40517198620.0,1343171526.0,39120677094.0,19870636733.0,-1536832840.0,-1167166286.0,,
2021,002420,세기상사,Wholesale/Retail,477.0,17880222962.0,410174525.0,-124089430.0,-1552340389.0,46388872657.0,2790210469.0,43120556873.0,27800152526.0,-1944921160.0,-1855023272.0,,
2022,002420,세기상사,Wholesale/Retail,477.0,33710303333.0,658055279.0,2175658724.0,-789291696.0,51641840702.0,8610007524.0,40302451508.0,25060643077.0,-1271122483.0,-1767796748.0,,
2023,002420,세기상사,Wholesale/Retail,477.0,31328511051.0,648445553.0,2436446553.0,-815790576.0,50999114290.0,6605762521.0,39172476537.0,23943612178.0,-1559060836.0,-274482861.0,,
2024,002420,세기상사,Wholesale/Retail,477.0,32031845759.0,623827146.0,2182005928.0,-1975504652.0,50104587055.0,4366468892.0,11767756367.0,25782660593.0,-2822596101.0,-1572686124.0,,
2019,002450,삼익악기,Manufacturing,33201.0,265391541026.0,35780309099.0,79898623312.0,27672295015.0,612852994954.0,176555842616.0,236809542831.0,388688040775.0,13089168235.0,5475191285.0,,
2020,002450,삼익악기,Manufacturing,33201.0,247857720145.0,33062582941.0,67686969344.0,20180616325.0,622371933956.0,205997412742.0,223935590276.0,399474700852.0,9961370430.0,38058430472.0,,
2021,002450,삼익악기,Manufacturing,33201.0,295428267821.0,42952848026.0,82056464414.0,33347125728.0,585304799709.0,273861932311.0,219537952149.0,331393678443.0,23763505157.0,15740940744.0,,
2022,002450,삼익악기,Manufacturing,33201.0,325699587394.0,37985931603.0,67096949128.0,11556311058.0,521558832964.0,210295390017.0,210173825277.0,260906132649.0,15067692450.0,23345962382.0,,
2023,002450,삼익악기,Manufacturing,33201.0,247929198845.0,27813385019.0,57926984991.0,6465355387.0,534158280214.0,190271185367.0,233396835334.0,271955667078.0,3388984566.0,26763324738.0,,
2024,002450,삼익악기,Manufacturing,33201.0,230380204827.0,27048782217.0,56221868235.0,5934200402.0,524982806967.0,185274119456.0,224387352400.0,252829655722.0,3121071310.0,35151963799.0,,
2019,002460,HS화성,Construction,41112.0,451385955934.0,111020254631.0,73334203573.0,29623444036.0,612625098488.0,458334754935.0,52000186965.0,241628151279.0,7672692424.0,45335077350.0,,
2020,002460,HS화성,Construction,41112.0,419259298814.0,18466084868.0,69478504257.0,40514527574.0,580483863943.0,393028777717.0,51769225383.0,186024042696.0,32926991417.0,100503455121.0,,
2021,002460,HS화성,Construction,41112.0,422231395444.0,46435227359.0,54810570601.0,28631156224.0,807965790439.0,613674954949.0,57316553812.0,390984899166.0,29678512725.0,-14507871895.0,,
2022,002460,HS화성,Construction,41112.0,645706742562.0,12744968118.0,48025956116.0,14545076827.0,746127741905.0,544990973847.0,41906617256.0,389175292526.0,22672300863.0,-184624011064.0,,
2023,002460,HS화성,Construction,41112.0,908068526965.0,58925210538.0,84618500043.0,25253673267.0,991687669827.0,798252085597.0,37598774230.0,622246444215.0,19208134783.0,4280927591.0,,
2024,002460,HS화성,Construction,41112.0,612780034467.0,31546331831.0,74369946697.0,23733768464.0,833478390833.0,518244492344.0,37423638382.0,450537649623.0,13467749775.0,122660279581.0,,
2019,002600,조흥,Manufacturing,108.0,195062613315.0,24519086048.0,23963638242.0,12349895223.0,218025804893.0,117784146751.0,97002378872.0,88563688405.0,7845406539.0,3107464853.0,,
2020,002600,조흥,Manufacturing,108.0,222604295865.0,27601753587.0,25421207603.0,11787348030.0,248313868671.0,141501777649.0,103415540982.0,115083266106.0,7516524122.0,-5422107170.0,,
2021,002600,조흥,Manufacturing,108.0,250861244971.0,31204646984.0,35049300486.0,19072641425.0,267558823330.0,135992011988.0,125946848087.0,121819557068.0,16074914918.0,30386711761.0,,
2022,002600,조흥,Manufacturing,108.0,324035752456.0,45582090957.0,34266411361.0,14975758634.0,433755476780.0,268968494534.0,152307567331.0,279570331873.0,11131140357.0,-83043403392.0,,
2023,002600,조흥,Manufacturing,108.0,405945609421.0,53425687926.0,40763164084.0,15648302437.0,394002199996.0,228773495751.0,152137039228.0,244362080995.0,355244125.0,9155624491.0,,
2024,002600,조흥,Manufacturing,108.0,428162970536.0,61290825272.0,49737828544.0,20834881066.0,399122282497.0,232805858312.0,153327865887.0,251571451127.0,2514305703.0,45892909846.0,,
2019,002620,제일파마홀딩스,Professional Services,715.0,731140379688.0,181408264126.0,181977762222.0,9006806261.0,846474533629.0,313620339312.0,164485086393.0,363437471107.0,-95854011087.0,25215757600.0,,
2020,002620,제일파마홀딩스,Professional Services,715.0,761996752116.0,175601412232.0,191239304056.0,22481192400.0,887395067308.0,335074174148.0,170478766829.0,388110850697.0,14941061708.0,-23671463378.0,,
2021,002620,제일파마홀딩스,Professional Services,715.0,762568056298.0,164985526394.0,180506794320.0,-8974887678.0,892421378291.0,335143722380.0,212965050030.0,392107688415.0,-12870005197.0,13403077573.0,,
2022,002620,제일파마홀딩스,Professional Services,715.0,792964733258.0,178152296902.0,180483125729.0,-7547961141.0,865677012176.0,352916443850.0,233120075164.0,445884552551.0,-83145006102.0,-20802154895.0,,
2023,002620,제일파마홀딩스,Professional Services,715.0,804043001736.0,194180129196.0,214584390963.0,20820186238.0,879996990707.0,384527206646.0,228862355704.0,477810922325.0,-13240831932.0,-4415630239.0,,
2024,002620,제일파마홀딩스,Professional Services,715.0,779822241410.0,201621401767.0,206520884168.0,-11558923268.0,890432937697.0,409560549090.0,243941502092.0,453036058158.0,-66390902625.0,4542355695.0,,
2019,002630,오리엔트바이오,Manufacturing,212.0,75309228.0,9293995901.0,4220556374.0,-8281041427.0,86662352264.0,34909167626.0,41668859785.0,22173235965.0,-28331573129.0,-11539791131.0,,
2020,002630,오리엔트바이오,Manufacturing,212.0,37699312899.0,7856168084.0,7199572065.0,-11249275255.0,72105395016.0,22179284235.0,37192300892.0,20142434985.0,-11644021627.0,-4671820919.0,,
2021,002630,오리엔트바이오,Manufacturing,212.0,52020405167.0,7016786233.0,19227505363.0,1859504587.0,71518505224.0,29060487101.0,29399326805.0,22973289605.0,-15633406102.0,8739490647.0,,
2022,002630,오리엔트바이오,Manufacturing,212.0,26276462476.0,4752543326.0,9013569135.0,-3780753830.0,104952008521.0,70498286259.0,16812222383.0,21764271008.0,34198169452.0,2351248892.0,,
2023,002630,오리엔트바이오,Manufacturing,212.0,28819028142.0,4870789672.0,9824443648.0,1452807025.0,81050220067.0,49249571579.0,14971872727.0,9657861933.0,-12423707818.0,1159936962.0,,
2024,002630,오리엔트바이오,Manufacturing,212.0,28005127326.0,5870538322.0,9584402979.0,-645945767.0,96987787340.0,58983945336.0,13779330451.0,11891807655.0,12871053378.0,3756538157.0,,
2019,002680,한탑,Manufacturing,105.0,92248978880.0,30376626040.0,10262224709.0,-7777383560.0,129107317572.0,54385477692.0,43608050265.0,93218592917.0,-6664299491.0,-457586288.0,,
2020,002680,한탑,Manufacturing,105.0,77324076555.0,17441014460.0,10196134831.0,-10308729744.0,140019357965.0,36232237782.0,54452606563.0,88923093188.0,-16941683845.0,-2755272118.0,,
2021,002680,한탑,Manufacturing,105.0,78892137329.0,13645516391.0,8633969088.0,-4556126645.0,138337405832.0,37101367487.0,53208547482.0,89191572907.0,-4878513861.0,-5616192894.0,,
2022,002680,한탑,Manufacturing,105.0,99124024129.0,15172144327.0,12759978009.0,332633055.0,146905106572.0,53491518600.0,53094070152.0,97158940496.0,-4729777815.0,-11494747097.0,,
2023,002680,한탑,Manufacturing,105.0,94845849580.0,12434656710.0,14048874047.0,911746243.0,141536913784.0,40032170887.0,62624066098.0,93537948671.0,-10307836452.0,8691490724.0,,
2024,002680,한탑,Manufacturing,105.0,84890417598.0,13324246421.0,16362703877.0,3748270730.0,138897931901.0,39388001658.0,63883428436.0,93058308016.0,-5360063730.0,22934275.0,,
2019,002690,동일제강,Manufacturing,24122.0,127370149694.0,38629227844.0,6118696681.0,984969586.0,147022929971.0,77292960445.0,49539914773.0,16473576150.0,1116855554.0,7663082089.0,,
2020,002690,동일제강,Manufacturing,24122.0,122912620214.0,34150725559.0,5894298758.0,-127294572.0,148570301657.0,80462511805.0,34649378971.0,18773914082.0,303734525.0,13941166911.0,,
2021,002690,동일제강,Manufacturing,24122.0,182235773870.0,46319124396.0,14593913862.0,7872984392.0,180512781409.0,105242078699.0,39052377297.0,26964608783.0,8250673190.0,-8161281498.0,,
2022,002690,동일제강,Manufacturing,24122.0,196757615383.0,51761522848.0,9327684488.0,2456929950.0,179708719037.0,101123872721.0,40587563822.0,22028247899.0,3345149095.0,-6359717744.0,,
2023,002690,동일제강,Manufacturing,24122.0,180812604441.0,50088225929.0,3715232256.0,-2912558609.0,179232275038.0,109413578909.0,37140743518.0,25996260704.0,-3159795782.0,12909784843.0,,
2024,002690,동일제강,Manufacturing,24122.0,151116114567.0,42236941712.0,250846309.0,-5798526499.0,171801171723.0,106555939754.0,32974127848.0,18144701982.0,-483718262.0,3084338529.0,,
2019,002700,신일전자,Wholesale/Retail,46521.0,145888445031.0,19277644128.0,36250903512.0,1579565175.0,100086380398.0,65397014776.0,30788599550.0,30625974210.0,4298520011.0,-6053246351.0,,
2020,002700,신일전자,Wholesale/Retail,46521.0,172441514538.0,16176244656.0,44807249949.0,6236116006.0,110598654315.0,72045790459.0,33955252243.0,35333284305.0,8015379244.0,11924543304.0,,
2021,002700,신일전자,Wholesale/Retail,46521.0,193517099817.0,21602768960.0,46320303024.0,9607808334.0,122088680502.0,82714380428.0,33426324332.0,39482254979.0,7977952924.0,11924543304.0,,
2022,002700,신일전자,Wholesale/Retail,46521.0,202728990445.0,29848696755.0,42577772689.0,2828953931.0,152880655297.0,105816871898.0,40879915370.0,70989812664.0,1041712810.0,-24639867285.0,,
2023,002700,신일전자,Wholesale/Retail,46521.0,184299576203.0,26911261966.0,42606330534.0,2010103394.0,126134087292.0,79333118543.0,40274097073.0,43889321524.0,1056841415.0,19958214062.0,,
2024,002700,신일전자,Wholesale/Retail,46521.0,178314873865.0,21391053126.0,41097000940.0,4032944384.0,126326163231.0,80901351685.0,39549116083.0,45686024818.0,1434794585.0,12425980000.0,,
2019,002710,TCC스틸,Manufacturing,24191.0,437173901826.0,46606097963.0,31555424774.0,12856170183.0,314210087320.0,148991647378.0,59322335118.0,197366952812.0,5037267071.0,-6746810229.0,,
2020,002710,TCC스틸,Manufacturing,24191.0,431797912297.0,53692266513.0,20462686435.0,970928249.0,306758931554.0,136857883842.0,61181027829.0,185628052195.0,-1687460207.0,-5592098219.0,,
2021,002710,TCC스틸,Manufacturing,24191.0,536651129324.0,78419398234.0,48871896821.0,25597715868.0,366996614848.0,201980329101.0,63370169669.0,211767465634.0,28723275024.0,7630670677.0,,
2022,002710,TCC스틸,Manufacturing,24191.0,684414631381.0,102052359600.0,78784675815.0,43983210872.0,507482316790.0,276384671735.0,122062847642.0,298677336481.0,29566777984.0,-12037744230.0,,
2023,002710,TCC스틸,Manufacturing,24191.0,624418627125.0,81226929865.0,41336323742.0,11250766391.0,559737446490.0,229620812003.0,212663883295.0,324690124283.0,-8293017782.0,5768737893.0,,
2024,002710,TCC스틸,Manufacturing,24191.0,582074815373.0,87496902576.0,43292669452.0,12272472364.0,573950624572.0,226678497778.0,225060120936.0,314934973362.0,20222969062.0,17931819906.0,,
2019,002720,국제약품,Manufacturing,212.0,111121601008.0,20667104826.0,52985448250.0,5570756961.0,134593614097.0,61135035867.0,64359978411.0,73639660970.0,-4761811946.0,3603683416.0,,
2020,002720,국제약품,Manufacturing,212.0,130394720787.0,20250681477.0,64804646048.0,6041374040.0,145625551890.0,49940201956.0,84882176864.0,75126688033.0,2194568946.0,5099946022.0,,
2021,002720,국제약품,Manufacturing,212.0,119745568736.0,20652657728.0,54470314717.0,-1675903581.0,139783046684.0,48197308387.0,80044733529.0,71195237941.0,-1555791280.0,9597051811.0,,
2022,002720,국제약품,Manufacturing,212.0,126583402933.0,19131334053.0,63254132587.0,5272527164.0,136592862806.0,48535452258.0,76828012026.0,62513602796.0,3542773665.0,6503789137.0,,
2023,002720,국제약품,Manufacturing,212.0,135372690530.0,20429244439.0,67224642325.0,-1989142940.0,163259483207.0,55119200302.0,98482998265.0,78309909600.0,-8414888054.0,3575183901.0,,
2024,002720,국제약품,Manufacturing,212.0,156462822664.0,22761083081.0,82495023348.0,6701642414.0,165547573574.0,56973814608.0,97694260155.0,75999396198.0,5206078928.0,3939913245.0,,
2019,002760,보락,Manufacturing,2049.0,36123805067.0,5642217598.0,4900497981.0,631609053.0,55616508700.0,18754376460.0,32636229129.0,11669629443.0,648533674.0,1463212928.0,,
2020,002760,보락,Manufacturing,2049.0,38292697000.0,4505788044.0,4740702136.0,144347483.0,54109128575.0,17472493010.0,32052971124.0,10107183294.0,394508500.0,2029892976.0,,
2021,002760,보락,Manufacturing,2049.0,39763912508.0,6174300977.0,6504477298.0,1692124112.0,56317969213.0,20693291909.0,30594612003.0,10774060414.0,1694987553.0,1177596809.0,,
2022,002760,보락,Manufacturing,2049.0,48434715670.0,7892162648.0,8312461048.0,3282891685.0,60912251547.0,26264428282.0,29343092834.0,12528504457.0,3069106054.0,2548454149.0,,
2023,002760,보락,Manufacturing,2049.0,46773797129.0,6768145372.0,5686155494.0,505610730.0,57928435922.0,25120405586.0,28025749451.0,9149383003.0,857813413.0,1522906470.0,,
2024,002760,보락,Manufacturing,2049.0,47600285853.0,6362435016.0,4367689252.0,-1791904067.0,59282151485.0,27854068612.0,26677462991.0,12631226025.0,-1509722957.0,904073579.0,,
2019,002780,진흥기업,Construction,41221.0,546534147300.0,200132011125.0,44695602173.0,28039803736.0,325811159734.0,218281825113.0,10599875843.0,228399869886.0,20338293556.0,-43915360619.0,,
2020,002780,진흥기업,Construction,41221.0,377247251739.0,150392685360.0,41068056966.0,14680716277.0,282917478060.0,163362307948.0,12956824083.0,164069256797.0,20396827027.0,41218248368.0,,
2021,002780,진흥기업,Construction,41221.0,444244783883.0,142285434869.0,66395970174.0,43348738057.0,334617161562.0,199532100571.0,13501548333.0,163663632831.0,53413211910.0,51376717919.0,,
2022,002780,진흥기업,Construction,41221.0,628936048866.0,209572187199.0,73264778307.0,50682532747.0,451746878881.0,332594741207.0,15925564637.0,227013990002.0,49560577253.0,32953309590.0,,
2023,002780,진흥기업,Construction,41221.0,759439767128.0,222324145000.0,68790356408.0,51726034035.0,574331455413.0,488221311452.0,15663440423.0,306441209059.0,45310969956.0,107904886736.0,,
2024,002780,진흥기업,Construction,41221.0,726191073004.0,168712657907.0,28016666178.0,-4746640163.0,543584682937.0,454615373444.0,17058940486.0,275318465980.0,2178956387.0,-53574919080.0,,
2019,002790,아모레퍼시픽홀딩스,Manufacturing,20423.0,6284255176037.0,394716735708.0,4642420830426.0,498249817871.0,8281393134177.0,2905906252318.0,3200096753752.0,1801246303938.0,282404951730.0,830247661182.0,,
2020,002790,아모레퍼시픽홀딩스,Manufacturing,20423.0,4930083149864.0,306675982514.0,3558957589190.0,150661048495.0,7788743600024.0,2853056756104.0,3081089222728.0,1516700821902.0,22047682158.0,666039868910.0,,
2021,002790,아모레퍼시픽홀딩스,Manufacturing,20423.0,5326080007289.0,311950819896.0,3864514615308.0,356171273550.0,8038142932125.0,3015471536393.0,2919950211189.0,1562518153844.0,291978846416.0,762592707154.0,,
2022,002790,아모레퍼시픽홀딩스,Manufacturing,20423.0,4494956806652.0,300982900966.0,3147170225669.0,271900712401.0,7651003801454.0,2566383546972.0,2820687110864.0,1117500460491.0,149222412761.0,183450194815.0,,
2023,002790,아모레퍼시픽홀딩스,Manufacturing,20423.0,4021343038942.0,315036075278.0,2855765472990.0,152001477210.0,7631430777862.0,2750248646531.0,2767596917503.0,1106298749214.0,234714547925.0,389472705896.0,,
2024,002790,아모레퍼시픽홀딩스,Manufacturing,20423.0,4259886701995.0,410752276782.0,3059399831769.0,249277525878.0,8540521424208.0,2583268440605.0,2669880241546.0,1548821316419.0,652873028811.0,385422056568.0,,
2019,002800,신신제약,Manufacturing,212.0,67854562425.0,29840849999.0,23578538896.0,2328969222.0,129237818369.0,44589124354.0,79851353999.0,72866958097.0,2023675485.0,-4505635097.0,,
2020,002800,신신제약,Manufacturing,212.0,67128841180.0,24122556575.0,18513519819.0,-4169591506.0,118134053984.0,39679508104.0,69840293370.0,62086288020.0,201286429.0,1865186383.0,,
2021,002800,신신제약,Manufacturing,212.0,74007577820.0,25019160158.0,21774166364.0,-1342541851.0,114307218425.0,36467369991.0,69105989411.0,59506993899.0,-1449449717.0,23183510.0,,
2022,002800,신신제약,Manufacturing,212.0,91925822969.0,27883658298.0,30300508316.0,5426211394.0,121213081078.0,45047531977.0,66640647928.0,61681895462.0,4355233565.0,5460523753.0,,
2023,002800,신신제약,Manufacturing,212.0,102585576212.0,30351070308.0,33408457929.0,6003846310.0,124409301998.0,47107679578.0,68135267528.0,62318878216.0,4646161084.0,3929887959.0,,
2024,002800,신신제약,Manufacturing,212.0,106387869012.0,33059008276.0,36218089247.0,6890119518.0,129484086140.0,51492326845.0,65439601765.0,63915345101.0,4811443128.0,5943373107.0,,
2019,002810,삼영무역,Wholesale/Retail,46739.0,274243608436.0,79250993734.0,25977356957.0,9196085718.0,510941658433.0,312404011210.0,87646483929.0,113357856545.0,34851886002.0,8165760894.0,,
2020,002810,삼영무역,Wholesale/Retail,46739.0,392435847933.0,80069291173.0,47739579804.0,22352546930.0,533231525031.0,310547003397.0,67130268210.0,111949318992.0,34664568581.0,18405773854.0,,
2021,002810,삼영무역,Wholesale/Retail,46739.0,467033282055.0,101426326758.0,50912100072.0,23951912869.0,578816472113.0,336617200484.0,65436358596.0,114637439582.0,44918343830.0,8843804.0,,
2022,002810,삼영무역,Wholesale/Retail,46739.0,492512781495.0,104666439223.0,49802723596.0,19352102542.0,624208062873.0,367906365552.0,62785855203.0,112174817744.0,57700063384.0,28589901874.0,,
2023,002810,삼영무역,Wholesale/Retail,46739.0,476810216001.0,114248611069.0,48824470779.0,17182275919.0,675612520563.0,411192501716.0,65072190366.0,120001032866.0,55062738980.0,29453710031.0,,
2024,002810,삼영무역,Wholesale/Retail,46739.0,480191108812.0,96261360632.0,53755898547.0,18360036943.0,728709407076.0,428917387208.0,65273611314.0,112276372181.0,62583990331.0,35824411629.0,,
2019,002820,SUN&L,Manufacturing,22232.0,455911726937.0,77155832859.0,32147219377.0,-18748459293.0,543553941107.0,215487727557.0,258852035047.0,326752710109.0,-39963078123.0,18603322619.0,,
2020,002820,SUN&L,Manufacturing,22232.0,412530214777.0,66684371867.0,37015258030.0,-3793148934.0,528379078958.0,216137785100.0,256579667724.0,325109521157.0,-10471826839.0,7634394418.0,,
2021,002820,SUN&L,Manufacturing,22232.0,465318349964.0,69396661742.0,24040131244.0,-21880824546.0,566176956589.0,272648390793.0,250544008520.0,397875440889.0,-35296250239.0,-43645136013.0,,
2022,002820,SUN&L,Manufacturing,22232.0,506691214360.0,70456941532.0,29422539764.0,-17708726754.0,524434319704.0,231592368174.0,251692334429.0,373988182288.0,-19156598108.0,-7752483802.0,,
2023,002820,SUN&L,Manufacturing,22232.0,441061876743.0,68759499596.0,16112041353.0,-30185394857.0,628100647252.0,183637309706.0,346233654803.0,396711706025.0,-159209216493.0,-9592952444.0,,
2024,002820,SUN&L,Manufacturing,22232.0,339342203215.0,49035232026.0,35407084259.0,-5864106894.0,502781287038.0,133411086490.0,351470498451.0,277690611795.0,-10573710008.0,-835128403.0,,
2019,002840,미원상사,Manufacturing,204.0,249991190288.0,49198534735.0,54847748208.0,32260424871.0,280693590389.0,120230353383.0,109997183420.0,56138292339.0,31123175047.0,19716029969.0,,
2020,002840,미원상사,Manufacturing,204.0,294983860410.0,52726471372.0,68059163576.0,42883951043.0,328954822818.0,137696042475.0,137233392918.0,61380690918.0,51848333045.0,55108787536.0,,
2021,002840,미원상사,Manufacturing,204.0,359794982785.0,64040923520.0,84680219706.0,57154754665.0,372413719078.0,171562461940.0,142195288512.0,76426655424.0,57743051692.0,55077945883.0,,
2022,002840,미원상사,Manufacturing,204.0,438188003964.0,68617913440.0,108141624537.0,77015585495.0,415619324562.0,197197076947.0,156827464861.0,73770759382.0,72215529158.0,70782804489.0,,
2023,002840,미원상사,Manufacturing,204.0,421367350652.0,62750174747.0,101395323063.0,67238827320.0,447566168775.0,196731104268.0,186524179569.0,69598936992.0,61015747625.0,97568598819.0,,
2024,002840,미원상사,Manufacturing,204.0,435797799410.0,70228826740.0,100142125944.0,59945950557.0,478696089051.0,222219793896.0,187403803646.0,78232426252.0,50549440013.0,79544950176.0,,
2019,002870,신풍,Wholesale/Retail,467.0,156878424610.0,28915674098.0,24575880316.0,11352980985.0,185645915217.0,113965126519.0,21482059714.0,116748064314.0,19541025649.0,17508723854.0,,
2020,002870,신풍,Wholesale/Retail,467.0,33771091309.0,8934662842.0,3068553030.0,-10378451993.0,107754752018.0,66065331922.0,291237331.0,7342669960.0,32922701545.0,-12071936931.0,,
2021,002870,신풍,Wholesale/Retail,467.0,25902411942.0,4453275998.0,2764472827.0,-3965236682.0,93873256481.0,73678457933.0,214973750.0,4491677805.0,-10029697338.0,-5048374994.0,,
2022,002870,신풍,Wholesale/Retail,467.0,18781761719.0,11553269957.0,1393766000.0,-4202051316.0,112417896625.0,77923645859.0,7699848767.0,30070255666.0,-7535495421.0,-3920434414.0,,
2023,002870,신풍,Wholesale/Retail,467.0,26895721826.0,6375170210.0,2951961658.0,-3999446133.0,104190908681.0,86881578575.0,646325314.0,32548430681.0,-9206169945.0,-17531134231.0,,
2024,002870,신풍,Wholesale/Retail,467.0,22778451624.0,7602147667.0,3076367033.0,-4365691306.0,75317579119.0,51179891219.0,1127561219.0,3600933052.0,308958199.0,2971721766.0,,
2019,002880,디와이에이,Manufacturing,303.0,1284997078242.0,234972812369.0,202203617186.0,31291169626.0,1117314245928.0,506327026858.0,358736322384.0,881264978863.0,17887239130.0,40971331671.0,,
2020,002880,디와이에이,Manufacturing,303.0,1466904247750.0,223167332448.0,239655378161.0,47164956738.0,1166526680240.0,553892428947.0,381637379531.0,927237547230.0,21559438854.0,92423255460.0,,
2021,002880,디와이에이,Manufacturing,303.0,1655785868294.0,234300304981.0,262113964263.0,42271370549.0,1320996326519.0,647616453659.0,391424059788.0,1131295315219.0,-2852371609.0,-22033419709.0,,
2022,002880,디와이에이,Manufacturing,303.0,1403967295300.0,150702545475.0,201534228985.0,-32020704813.0,1375206765319.0,560727671117.0,489558242275.0,1136743952904.0,-93776538801.0,-4047921558.0,,
2023,002880,디와이에이,Manufacturing,303.0,566931442867.0,46804450836.0,67261028081.0,36096187586.0,336026490235.0,112229012243.0,63975663136.0,299228350342.0,-195250149119.0,-26734267956.0,,
2024,002880,디와이에이,Manufacturing,303.0,564915822828.0,56813199778.0,66743967470.0,37469149998.0,334711356299.0,106918126917.0,83029521988.0,290605495297.0,4844819495.0,4026453403.0,,
