year,stock_code,company_name,industry,industry_code,revenue,receivables,gross_profit,operating_income,total_assets,current_assets,ppe,total_liabilities,net_income,operating_cash_flow,matched_accounts,missing_optional_accounts
2024,005690,파미셀,Manufacturing,262.0,64851303832.0,16639765375.0,21330145596.0,4655636703.0,99264316559.0,48035030555.0,41722842620.0,12825146702.0,6331277009.0,3498232895.0,,
2019,005710,대원산업,Manufacturing,303.0,660965708904.0,104343730792.0,46458084588.0,26275512061.0,482983759510.0,341198734444.0,91573797569.0,171605636952.0,40393156351.0,35273963048.0,,
2020,005710,대원산업,Manufacturing,303.0,642639916903.0,130113670149.0,49170058898.0,28056061972.0,508926254672.0,350880095185.0,109673983732.0,176619741412.0,18066476510.0,28523631481.0,,
2021,005710,대원산업,Manufacturing,303.0,762636418826.0,121317325563.0,60330841697.0,30120186050.0,551162393540.0,390752861744.0,111053310146.0,179353977652.0,32744354130.0,48022457739.0,,
2022,005710,대원산업,Manufacturing,303.0,737040613357.0,143718704827.0,60238401047.0,31395680385.0,559314457815.0,396902640643.0,114242011873.0,141652096008.0,37657871675.0,-3067072312.0,,
2023,005710,대원산업,Manufacturing,303.0,778642594157.0,115517583365.0,68168005570.0,47307118109.0,564690779067.0,400286890999.0,115477817076.0,118935020121.0,35740066596.0,77725326992.0,,
2024,005710,대원산업,Manufacturing,303.0,931473122460.0,166456432909.0,99700460786.0,74982105084.0,711726503694.0,543956820532.0,113824931379.0,199331916325.0,72618867841.0,134959891870.0,,
2019,005720,넥센,Manufacturing,221.0,2291341653602.0,421629211111.0,669593816108.0,225120254911.0,4098014996093.0,1205376352456.0,2510081133638.0,2081511599531.0,113665524815.0,323292366289.0,,
2020,005720,넥센,Manufacturing,221.0,1968536372991.0,425238392304.0,497495402322.0,62331788527.0,4239211984013.0,1344018778232.0,2437895306693.0,2197933136744.0,769301249.0,225619742864.0,,
2021,005720,넥센,Manufacturing,221.0,2403881270993.0,502373208776.0,508703606109.0,33579042980.0,4572292481109.0,1645487809752.0,2422266945180.0,2455495304642.0,29421638925.0,236049353352.0,,
2022,005720,넥센,Manufacturing,221.0,3003950006220.0,483179604499.0,504978581132.0,-22542977056.0,4726896214044.0,1637750257158.0,2488427688682.0,2595712644048.0,1776893536.0,-29062663489.0,,
2023,005720,넥센,Manufacturing,221.0,3036061854464.0,522344886411.0,819186226888.0,221038045467.0,5060957367879.0,1745855254446.0,2685659393485.0,2829351043809.0,100449037121.0,307539968873.0,,
2024,005720,넥센,Manufacturing,221.0,3214304005061.0,613977977055.0,880216291897.0,209664273178.0,5422551860511.0,2090595587272.0,2786756617565.0,2997370200454.0,158440823943.0,292969445855.0,,
2019,005750,대림바스,Manufacturing,23222.0,236449075047.0,50382311509.0,48634620666.0,4133196863.0,309166165986.0,113754983370.0,123783554285.0,149756703802.0,2026520450.0,1777433892.0,,
2020,005750,대림바스,Manufacturing,23222.0,232365627314.0,45070517201.0,46007684699.0,1726068653.0,326324587789.0,126845478113.0,119412459084.0,168485012379.0,-1769021340.0,26639928499.0,,
2021,005750,대림바스,Manufacturing,23222.0,260359422259.0,45456965175.0,49599827135.0,2416118382.0,326583009080.0,111636381313.0,120489305345.0,169194158167.0,915191140.0,-2745074644.0,,
2022,005750,대림바스,Manufacturing,23222.0,253490953035.0,45329879343.0,42090025584.0,1454990634.0,337590812772.0,122695057408.0,119679810444.0,179629163370.0,-859785598.0,7285293044.0,,
2023,005750,대림바스,Manufacturing,23222.0,266280932560.0,47866297194.0,56956352760.0,4059070397.0,347656027998.0,131792726288.0,118920054239.0,187014858007.0,-5547637853.0,18415649296.0,,
2024,005750,대림바스,Manufacturing,23222.0,281054583692.0,45324420630.0,67492560464.0,10096692649.0,348281817560.0,139123654248.0,115003270431.0,186457044510.0,5709158066.0,20686417081.0,,
2019,005800,신영와코루,Manufacturing,14120.0,178061481917.0,11676272508.0,106053160274.0,215265955.0,348312196066.0,149588848135.0,42135686018.0,33947463102.0,2872501044.0,3306182540.0,,
2020,005800,신영와코루,Manufacturing,14120.0,177981407270.0,11181727281.0,103667079194.0,515442717.0,373426209052.0,178360238841.0,41082572768.0,56262665959.0,2920537366.0,8430599035.0,,
2021,005800,신영와코루,Manufacturing,14120.0,189412826757.0,10624566733.0,114778755661.0,3690487329.0,388668603657.0,170258777542.0,28985396492.0,65750359288.0,6491809139.0,16652334925.0,,
2022,005800,신영와코루,Manufacturing,14120.0,201443944940.0,11653622699.0,122459181936.0,6613866012.0,425804458911.0,179619782007.0,51255882351.0,63083713569.0,23502438488.0,6057037506.0,,
2023,005800,신영와코루,Manufacturing,14120.0,202775168754.0,11705440265.0,116865320236.0,2157294604.0,401719803161.0,165709722247.0,52006696218.0,36041587402.0,5008543200.0,775037351.0,,
2024,005800,신영와코루,Manufacturing,14120.0,196678118757.0,11345342328.0,115166918778.0,2755794895.0,404169290573.0,186376319611.0,50732379807.0,35543585068.0,3902312090.0,6957376844.0,,
2019,005820,원림,Manufacturing,13225.0,79052711178.0,20025285461.0,16199511086.0,4181832494.0,163100686590.0,77624672011.0,23288639506.0,46766811509.0,4348588885.0,4660967568.0,,
2020,005820,원림,Manufacturing,13225.0,68366893076.0,15520156590.0,16644562755.0,5424322792.0,177323381954.0,98549746157.0,25640661967.0,43929962444.0,18304753591.0,12570224114.0,,
2021,005820,원림,Manufacturing,13225.0,79683129520.0,16823275110.0,14478703309.0,3192709036.0,170283437144.0,91448899410.0,24140684276.0,34844419311.0,2724277117.0,-2213328373.0,,
2022,005820,원림,Manufacturing,13225.0,81927170601.0,15427025417.0,15682949957.0,3400937500.0,169931826485.0,78165685356.0,27344545598.0,26002568470.0,9219220479.0,8857365437.0,,
2023,005820,원림,Manufacturing,13225.0,84421858608.0,17511479646.0,18233528962.0,5066403417.0,174969478824.0,99385495353.0,26111406293.0,23052297051.0,10089058402.0,8483222961.0,,
2024,005820,원림,Manufacturing,13225.0,82386592601.0,18158497842.0,15006432399.0,1733512084.0,185004142765.0,102167521487.0,24334311730.0,29940749375.0,4837878605.0,10289548230.0,,
2019,005850,에스엘,Manufacturing,303.0,2262212220833.0,557927849027.0,209668469706.0,43601604146.0,2273626562455.0,1399218046180.0,566775835497.0,894908500877.0,87092916251.0,-41020562716.0,,
2020,005850,에스엘,Manufacturing,303.0,2505016886581.0,637243839108.0,254784466792.0,93164163734.0,2338956946126.0,1440379978327.0,605117734353.0,913788518464.0,64203074571.0,162813163148.0,,
2021,005850,에스엘,Manufacturing,303.0,3001142196348.0,636362743143.0,286661180838.0,110540923374.0,2567493133526.0,1601327668417.0,645617646184.0,1049018848620.0,96212544698.0,191550226358.0,,
2022,005850,에스엘,Manufacturing,303.0,4174537934857.0,861044691857.0,465523409566.0,197915409993.0,2931636940305.0,1773353010903.0,734989791267.0,1225627791292.0,165912606043.0,171906728050.0,,
2023,005850,에스엘,Manufacturing,303.0,4838846695980.0,923228179780.0,638795044590.0,386185752873.0,3235734467246.0,2070891916834.0,748191797435.0,1226615063764.0,349266124228.0,432365891249.0,,
2024,005850,에스엘,Manufacturing,303.0,4973273970111.0,1000623103601.0,688696386608.0,395164287548.0,3698864220516.0,2346052089698.0,861299764311.0,1301616145058.0,381963573388.0,481955175326.0,,
2019,005860,한일사료,Manufacturing,109.0,343495229822.0,19025374540.0,37085378875.0,4440260824.0,176631166845.0,99056495555.0,58877705678.0,114617100403.0,-2196336897.0,-8093029020.0,,
2020,005860,한일사료,Manufacturing,109.0,331607508830.0,17609065925.0,33641691865.0,3429452126.0,152562131836.0,83910719970.0,59882155006.0,89512582281.0,2317196265.0,15430533329.0,,
2021,005860,한일사료,Manufacturing,109.0,355783598582.0,16897592237.0,43479507199.0,13619069878.0,175091150250.0,106060188936.0,59712452863.0,105679917798.0,7361494601.0,-11911263953.0,,
2022,005860,한일사료,Manufacturing,109.0,408316564865.0,20118523936.0,23538454069.0,-8242501275.0,187888569362.0,119747977746.0,61045886296.0,133320215729.0,-14083558620.0,-19835633300.0,,
2023,005860,한일사료,Manufacturing,109.0,396938179132.0,20324411466.0,39079983458.0,1767518597.0,241515900189.0,169363075614.0,33225337659.0,84736701660.0,115269307240.0,6874219158.0,,
2024,005860,한일사료,Manufacturing,109.0,430978104202.0,20958056253.0,38954348347.0,3696238401.0,207581085972.0,126897150045.0,40725605684.0,50691587128.0,3667164631.0,12042575408.0,,
2019,005870,휴니드테크놀러지스,Manufacturing,2642.0,194668692113.0,20052722877.0,26540848224.0,8760263927.0,260965121649.0,176739970486.0,71693407915.0,145116828409.0,7964233137.0,-12513547781.0,,
2020,005870,휴니드테크놀러지스,Manufacturing,2642.0,198074505162.0,10451789431.0,28327029275.0,10576012692.0,250470542590.0,174905684809.0,69717303384.0,131163983631.0,5712919769.0,35447316108.0,,
2021,005870,휴니드테크놀러지스,Manufacturing,2642.0,227701907939.0,12703713429.0,30546683588.0,13294091773.0,267340261645.0,192277737645.0,68510598347.0,134159015866.0,13016423829.0,-18270879384.0,,
2022,005870,휴니드테크놀러지스,Manufacturing,2642.0,222470897615.0,47880160338.0,32640427437.0,12661325441.0,304125357471.0,229090786204.0,68397457801.0,159788538743.0,9259054398.0,48128563271.0,,
2023,005870,휴니드테크놀러지스,Manufacturing,2642.0,228843875014.0,54127948605.0,40607798632.0,17360970116.0,299334914118.0,226645373224.0,66068043149.0,137756656975.0,17876181009.0,17511904228.0,,
2024,005870,휴니드테크놀러지스,Manufacturing,2642.0,230800588043.0,36922759189.0,36691292267.0,9134041295.0,241011444524.0,172168272605.0,64297576199.0,69226929333.0,10744253181.0,-34453382119.0,,
2019,005880,대한해운,Transportation,50112.0,1005657249125.0,155550166963.0,179715836839.0,128783605822.0,3340874141977.0,419637962640.0,2013682352255.0,2445671729223.0,101020481907.0,351042097861.0,,
2020,005880,대한해운,Transportation,50112.0,884078269341.0,76259633386.0,203664504323.0,145937798507.0,3345588771234.0,431206466314.0,1923278031476.0,2492265618065.0,27527431490.0,259098856857.0,,
2021,005880,대한해운,Transportation,50112.0,1153843059443.0,131868324491.0,266757636655.0,203921089342.0,3859734558837.0,502296058727.0,2354739599242.0,2341620168689.0,306589438251.0,319723281927.0,,
2022,005880,대한해운,Transportation,50112.0,1612014464184.0,147993848489.0,340527617415.0,267671830651.0,4490260111628.0,560963774495.0,2847669869215.0,2706138104863.0,172294292657.0,392283807646.0,,
2023,005880,대한해운,Transportation,50112.0,1397365391874.0,162507117598.0,322654410019.0,249957270562.0,4727803814347.0,655634038156.0,3118082108015.0,2880989160205.0,46354279593.0,419304310607.0,,
2024,005880,대한해운,Transportation,50112.0,1747186595917.0,189800726017.0,413102446157.0,328635127660.0,4580381441177.0,1040960860744.0,2737622453985.0,2290699171630.0,164823503932.0,567224210240.0,,
2019,005930,삼성전자,Manufacturing,264.0,230400881000000.0,35131343000000.0,83161332000000.0,27768509000000.0,352564497000000.0,181385260000000.0,119825474000000.0,89684076000000.0,21738865000000.0,45382915000000.0,,
2020,005930,삼성전자,Manufacturing,264.0,236806988000000.0,30965058000000.0,92318692000000.0,35993876000000.0,378235718000000.0,198215579000000.0,128952892000000.0,102287702000000.0,26407832000000.0,65287009000000.0,,
2021,005930,삼성전자,Manufacturing,264.0,279604799000000.0,40713415000000.0,113193457000000.0,51633856000000.0,426621158000000.0,218163185000000.0,149928539000000.0,121721227000000.0,39907450000000.0,65105448000000.0,,
2022,005930,삼성전자,Manufacturing,264.0,302231360000000.0,35721563000000.0,112189590000000.0,43376630000000.0,448424507000000.0,218470581000000.0,168045388000000.0,93674903000000.0,55654077000000.0,62181346000000.0,,
2023,005930,삼성전자,Manufacturing,264.0,258935494000000.0,36647393000000.0,78546914000000.0,6566976000000.0,455905980000000.0,195936557000000.0,187256262000000.0,92228115000000.0,15487100000000.0,44137427000000.0,,
2024,005930,삼성전자,Manufacturing,264.0,300870903000000.0,43623073000000.0,114308635000000.0,32725961000000.0,514531948000000.0,227062266000000.0,205945209000000.0,112339878000000.0,34451351000000.0,72982621000000.0,,
2019,005950,이수화학,Manufacturing,20111.0,1516191857328.0,267795889225.0,96460401617.0,9430779805.0,1068023649502.0,561736255153.0,250511373997.0,686764621041.0,-18913644124.0,-5437434092.0,,
2020,005950,이수화학,Manufacturing,20111.0,1313295206977.0,162404299074.0,128099975153.0,-36843269764.0,969058837583.0,512851440308.0,248705907558.0,683246292614.0,-143142308843.0,82473102419.0,,
2021,005950,이수화학,Manufacturing,20111.0,1703337116038.0,191972676132.0,185010929154.0,82059895812.0,1168938576112.0,668558728961.0,241920264480.0,777122951530.0,96522425842.0,61009079607.0,,
2022,005950,이수화학,Manufacturing,20111.0,2207647670842.0,203393015095.0,150442961094.0,35990535226.0,1188076573138.0,648004325426.0,290558537684.0,782591483389.0,26233638344.0,-33267088653.0,,
2023,005950,이수화학,Manufacturing,20111.0,1995488453425.0,263514561314.0,55707197113.0,-56017930753.0,1093466713681.0,696255711975.0,210120389610.0,832802122592.0,-28074913226.0,-75165145466.0,,
2024,005950,이수화학,Manufacturing,20111.0,1916230887000.0,151603361000.0,62689253000.0,-51445078000.0,957246232000.0,502743175000.0,212753966000.0,735518289000.0,-38208992000.0,-68435964000.0,,
2019,005960,동부건설,Construction,412.0,1155368352146.0,32084694511.0,107601433952.0,55472119336.0,891902884847.0,573283917872.0,73076406998.0,471304860114.0,59804629683.0,48287511795.0,,
2020,005960,동부건설,Construction,412.0,1214628970723.0,25280696945.0,119107256962.0,52134864451.0,954233550040.0,541194415178.0,115296629626.0,494379515936.0,44325414272.0,-41042056328.0,,
2021,005960,동부건설,Construction,412.0,1144872823605.0,43835655914.0,140093543805.0,61251228945.0,1262000761148.0,781567740809.0,108277204551.0,702346281301.0,116473370425.0,-51509436898.0,,
2022,005960,동부건설,Construction,412.0,1461208947333.0,62057289177.0,137524781930.0,41253381219.0,1581700494344.0,1135812744275.0,94196067058.0,998112147136.0,39355378983.0,-208166157171.0,,
2023,005960,동부건설,Construction,412.0,1899979526270.0,119062453401.0,131725308023.0,30156163241.0,1807512336047.0,1363719905898.0,86780638404.0,1226953607157.0,-4854316016.0,78801107162.0,,
2024,005960,동부건설,Construction,412.0,1688369156822.0,175602106987.0,37856952968.0,-96940269971.0,1651094133285.0,1200324643117.0,78810446031.0,1198332468597.0,-107507005059.0,171020308341.0,,
2019,005980,성지건설,Construction,41221.0,53301636657.0,19515570538.0,6703371580.0,-3181278581.0,88191144898.0,42471199508.0,696803145.0,42959420000.0,1192504886.0,941477356.0,,
2020,005980,성지건설,Construction,41221.0,57639904259.0,17768051395.0,3898477827.0,-4691839601.0,58787912941.0,40548210213.0,1345586864.0,34778559169.0,-21127695962.0,-6417155779.0,,
2021,005980,성지건설,Construction,41221.0,59731617158.0,19495061628.0,1272178419.0,-6587951571.0,52017417255.0,40380956994.0,740122042.0,34994378338.0,-6687052820.0,-7178050336.0,,
2022,005980,성지건설,Construction,41221.0,82955763757.0,53151193442.0,1262745369.0,-5560266976.0,139245589083.0,84956885974.0,39268513966.0,116914430720.0,-3073215851.0,-4140674500.0,,
2019,005990,매일홀딩스,Manufacturing,104.0,1590752386040.0,181024122485.0,507634636079.0,84428027324.0,956463233044.0,492375104582.0,309504654340.0,382619347109.0,67228784024.0,100442837943.0,,
2020,005990,매일홀딩스,Manufacturing,104.0,1661650085726.0,193801708452.0,529650934620.0,83361192877.0,1016830696463.0,531044022203.0,336132858156.0,427829242467.0,41281659487.0,72406321222.0,,
2021,005990,매일홀딩스,Manufacturing,104.0,1806735439065.0,175170624109.0,583618928006.0,93830177568.0,1256733566909.0,715877497475.0,361662545325.0,589610914011.0,96445400495.0,121558843406.0,,
2022,005990,매일홀딩스,Manufacturing,104.0,1979261381048.0,193211016801.0,638118480798.0,73433706538.0,1271527183829.0,671943771639.0,369994450050.0,602158790641.0,16855000151.0,43176691378.0,,
2023,005990,매일홀딩스,Manufacturing,104.0,2146398739613.0,217339487454.0,698201745478.0,82233894530.0,1298730028996.0,740449730670.0,352128361935.0,554233736232.0,86349959740.0,188062448534.0,,
2024,005990,매일홀딩스,Manufacturing,104.0,2190170660149.0,230306141991.0,731252031241.0,78276734399.0,1357651330931.0,791121107544.0,338352854612.0,570207348480.0,54685851567.0,95494379936.0,,
2019,006050,국영지앤엠,Manufacturing,231.0,73013467513.0,11600951608.0,3291918560.0,991044554.0,68657301644.0,32068323664.0,32206945288.0,15830850729.0,1089819443.0,-2377259608.0,,
2020,006050,국영지앤엠,Manufacturing,231.0,64386055886.0,9387096628.0,227823662.0,-2061461676.0,70027759913.0,32356988510.0,32122569281.0,19015196490.0,-1305458847.0,5497525649.0,,
2021,006050,국영지앤엠,Manufacturing,231.0,55030165959.0,6127812164.0,-4392157055.0,-6739784124.0,66277051082.0,29757997944.0,28995387407.0,20124923314.0,-4860435655.0,-1777762136.0,,
2022,006050,국영지앤엠,Manufacturing,231.0,63599420068.0,10254640835.0,5164801429.0,2121316409.0,66153338523.0,31430425719.0,28149107755.0,18143584893.0,1857625862.0,-4154856272.0,,
2023,006050,국영지앤엠,Manufacturing,231.0,76640521220.0,13936621660.0,4372595748.0,942168843.0,72212642366.0,38143037392.0,28304140801.0,23424542571.0,778346165.0,5395281839.0,,
2024,006050,국영지앤엠,Manufacturing,231.0,75411207520.0,7648391004.0,5398591524.0,902779810.0,72940186081.0,38348370910.0,27446346771.0,21910937401.0,2580101315.0,6812623291.0,,
2019,006060,화승인더스트리,Wholesale/Retail,46800.0,1425876463309.0,190327489645.0,246774773085.0,113566671728.0,1270683673581.0,636618764413.0,481630125213.0,817269739411.0,80878438237.0,92294021368.0,,
2020,006060,화승인더스트리,Wholesale/Retail,46800.0,1298773635120.0,152396093750.0,220375253151.0,82391917205.0,1433482293572.0,764632560935.0,490468893250.0,806233973205.0,49917298008.0,110051169532.0,,
2021,006060,화승인더스트리,Wholesale/Retail,46800.0,1365517618369.0,160982681001.0,176322885213.0,17136189261.0,1637051105314.0,820293693265.0,583052438631.0,1002373142596.0,-4203131618.0,9903812585.0,,
2022,006060,화승인더스트리,Wholesale/Retail,46800.0,1912955609700.0,154730514003.0,277663048748.0,73297899437.0,1779489488972.0,874903842645.0,653440410043.0,1119839945881.0,84442660.0,119983070206.0,,
2023,006060,화승인더스트리,Wholesale/Retail,46800.0,1466551191174.0,154710167471.0,230463927791.0,24745436322.0,1653277049573.0,747616933377.0,646018952765.0,1039627990949.0,-32499380085.0,74094042233.0,,
2024,006060,화승인더스트리,Wholesale/Retail,46800.0,1867733844525.0,236227473638.0,307387263523.0,118225154489.0,1833034372586.0,856019219209.0,692165239897.0,1208778053988.0,46909086708.0,96978102034.0,,
2019,006090,사조오양,Manufacturing,102.0,313595839590.0,31792232600.0,43996310831.0,22613475410.0,311156562419.0,104102876244.0,104597470550.0,143598138355.0,13214801065.0,27900743999.0,,
2020,006090,사조오양,Manufacturing,102.0,327621185493.0,32956098867.0,48295018550.0,26725042896.0,318741895792.0,130709215806.0,96282776076.0,133950267799.0,18457163995.0,31773215414.0,,
2021,006090,사조오양,Manufacturing,102.0,328881778560.0,34384370116.0,43150498215.0,20393329855.0,315948482729.0,126691707365.0,94509456094.0,119243893874.0,15770039285.0,20241470947.0,,
2022,006090,사조오양,Manufacturing,102.0,369125207218.0,50797010541.0,36087227832.0,10201022922.0,343207955095.0,136578328509.0,100701501507.0,137261542247.0,8526793526.0,-16187075848.0,,
2023,006090,사조오양,Manufacturing,102.0,391537751320.0,48937867724.0,44141648430.0,16282340446.0,346240176563.0,138289185761.0,97099659345.0,125447760254.0,20298534633.0,29567231063.0,,
2024,006090,사조오양,Manufacturing,102.0,400696837980.0,38343959056.0,49931900848.0,20898559487.0,415195461349.0,135820201226.0,92569599332.0,185475288231.0,12647900196.0,49306117226.0,,
2019,006110,삼아알미늄,Manufacturing,24222.0,191124194318.0,27639122744.0,18455599095.0,6440918806.0,208472995235.0,79086803257.0,120172592478.0,99644710071.0,4952309285.0,9395811665.0,,
2020,006110,삼아알미늄,Manufacturing,24222.0,197013476791.0,29041484160.0,19641680140.0,7380512541.0,207542630255.0,76354444905.0,121803170463.0,97148386166.0,3511621075.0,11375683521.0,,
2021,006110,삼아알미늄,Manufacturing,24222.0,252965524544.0,38182436033.0,30528997922.0,15447143092.0,227237960938.0,99114672156.0,118882736257.0,105209850404.0,12153040066.0,15829600786.0,,
2022,006110,삼아알미늄,Manufacturing,24222.0,312055883421.0,47366104086.0,38573367325.0,22571051710.0,288153289588.0,129950354050.0,147918705470.0,150214354677.0,17206656305.0,-13031681108.0,,
2023,006110,삼아알미늄,Manufacturing,24222.0,268023420437.0,41276154453.0,20451531284.0,3770590732.0,404298806447.0,189503583143.0,202741280253.0,149310132933.0,3406229990.0,13798864707.0,,
2024,006110,삼아알미늄,Manufacturing,24222.0,251733337646.0,38614631418.0,9320718196.0,-9590561021.0,436163754728.0,165674914963.0,256736621898.0,192553436844.0,-9355451369.0,5185925733.0,,
2019,006140,피제이전자,Manufacturing,27112.0,99328331980.0,22188790821.0,7776083806.0,5890548371.0,138487805122.0,51489379577.0,27806900932.0,31451348799.0,4885174269.0,5993929192.0,,
2020,006140,피제이전자,Manufacturing,27112.0,104225686303.0,27973904691.0,7552942672.0,5579122018.0,145322640226.0,66318297112.0,28682602504.0,35751907048.0,4959873913.0,1935225197.0,,
2021,006140,피제이전자,Manufacturing,27112.0,119898403747.0,35299223651.0,8982661152.0,6831726569.0,170556817012.0,66555817580.0,39659710717.0,54936554675.0,8220614129.0,1493839126.0,,
2022,006140,피제이전자,Manufacturing,27112.0,157729343615.0,42915397361.0,8760029690.0,6090013153.0,185641531769.0,84454037658.0,37523873032.0,64996777037.0,6956942395.0,1139306513.0,,
2023,006140,피제이전자,Manufacturing,27112.0,166844087220.0,46431711916.0,9842048385.0,7413259937.0,186696829445.0,82395423747.0,39304370982.0,61428061419.0,6110513294.0,3463615171.0,,
2024,006140,피제이전자,Manufacturing,27112.0,169298930720.0,40209028144.0,13140016450.0,10781292288.0,191860910350.0,84812522245.0,41886211993.0,59154475387.0,9221466937.0,21152540133.0,,
2019,006280,녹십자,Manufacturing,212.0,1369709726800.0,405164507117.0,372315307688.0,40254540052.0,1959299527595.0,961780105068.0,641662227496.0,775222802774.0,-11287400054.0,40291382029.0,,
2020,006280,녹십자,Manufacturing,212.0,1504115278649.0,423947271570.0,440626609401.0,50252525869.0,2151399593550.0,1132043318805.0,673721617390.0,882093850046.0,89270741454.0,35973500914.0,,
2021,006280,녹십자,Manufacturing,212.0,1537825750251.0,424757996240.0,520593271953.0,73661620779.0,2462144732200.0,1095620833886.0,799071839749.0,962387714561.0,136949879241.0,125978948878.0,,
2022,006280,녹십자,Manufacturing,212.0,1711312739533.0,413905669799.0,581804463258.0,81263665843.0,2525537081269.0,980437888875.0,822392573744.0,958895150180.0,69414784584.0,119154310889.0,,
2023,006280,녹십자,Manufacturing,212.0,1626643815820.0,453300738501.0,484632762863.0,34436169536.0,2643313917487.0,1039149087771.0,828028699389.0,1103450608000.0,-19808730987.0,-5472809765.0,,
2024,006280,녹십자,Manufacturing,212.0,1679891941477.0,386525601416.0,481932280494.0,32107347889.0,2743875851979.0,1201833945085.0,804979215681.0,1262860145974.0,-42637064523.0,-53460079255.0,,
2019,006340,대원전선,Manufacturing,28302.0,401312380985.0,109275711478.0,13886180443.0,1003800278.0,189591441581.0,142623829169.0,43382630783.0,109234723137.0,-817858226.0,4124746107.0,,
2020,006340,대원전선,Manufacturing,28302.0,367313109907.0,108819843620.0,14668013321.0,4270862584.0,192012755087.0,142009482182.0,42625600692.0,106632038349.0,2314049729.0,8150191585.0,,
2021,006340,대원전선,Manufacturing,28302.0,474978486706.0,156462270152.0,13071858338.0,2295663054.0,240573775497.0,194857059590.0,41208303688.0,152928878651.0,1304381307.0,-9431376822.0,,
2022,006340,대원전선,Manufacturing,28302.0,562428058271.0,132479043742.0,15426897959.0,1346085446.0,245958532474.0,200914428407.0,41241149674.0,154359646720.0,1354066071.0,31845264766.0,,
2023,006340,대원전선,Manufacturing,28302.0,515401908392.0,125877381951.0,27157081035.0,13130113478.0,234871662225.0,191351571521.0,39689273710.0,134547618320.0,9612692059.0,-5886837596.0,,
2024,006340,대원전선,Manufacturing,28302.0,552777321378.0,112659815094.0,32124783510.0,14338544095.0,226992976377.0,167968538290.0,38121541045.0,113147385668.0,6794390393.0,4005645413.0,,
2019,006360,GS건설,Construction,4111.0,10416589201821.0,3505180381682.0,1397867824776.0,767266689077.0,13171205734337.0,7328856814743.0,1176031564913.0,9028178350231.0,447479242607.0,759268850595.0,,
2020,006360,GS건설,Construction,4111.0,10122930837450.0,1957064769260.0,1535087602014.0,750397845885.0,13770677888907.0,7251909747441.0,1426773671414.0,9458561906485.0,329675683016.0,553879345019.0,,
2021,006360,GS건설,Construction,4111.0,9036575422803.0,2200131943770.0,1350756640658.0,646485539335.0,15183727264768.0,8195112429919.0,1543377019012.0,10311003421948.0,428803249577.0,1107469329126.0,,
2022,006360,GS건설,Construction,4111.0,12299196214752.0,3251678885915.0,1286606568349.0,554834830515.0,16946616696898.0,9411595104509.0,1819806154559.0,11590413888307.0,441211560543.0,-7296047422.0,,
2023,006360,GS건설,Construction,4111.0,13436684904471.0,3529002890225.0,262193954029.0,-387945401071.0,17707298538013.0,9482031400336.0,2256205699263.0,12822138677201.0,-419500544880.0,469798620792.0,,
2024,006360,GS건설,Construction,4111.0,12863811468386.0,3050491637353.0,1114179838862.0,285954335787.0,17803293924556.0,8666549605548.0,2638612316878.0,12716169965113.0,263924031753.0,267812354593.0,,
2019,006380,카프로,Manufacturing,20119.0,440234409419.0,67291807160.0,-33730169101.0,-47388924727.0,364396472763.0,193673356722.0,164934604708.0,179881326835.0,-82819230050.0,,,
2020,006380,카프로,Manufacturing,20119.0,254722726347.0,60328504008.0,-47611874215.0,-59473321462.0,312112377036.0,134106638931.0,164315612400.0,188330028287.0,-61386137480.0,,,
2021,006380,카프로,Manufacturing,20119.0,582429145651.0,111917814111.0,15168689655.0,3603080373.0,395298176361.0,216792805213.0,173042119203.0,269292140892.0,1957933460.0,,,
2022,006380,카프로,Manufacturing,20119.0,427187321496.0,50763438064.0,-114729894969.0,-122282523566.0,302205591680.0,94426176556.0,206823883387.0,275602853303.0,-186206661086.0,,,
2023,006380,카프로,Manufacturing,20119.0,75594416635.0,1702653563.0,-34491869275.0,-39471837760.0,216804583543.0,31567356492.0,184787910560.0,240136624028.0,-49109417604.0,,,
2024,006380,카프로,Manufacturing,20119.0,7072572538.0,1487360895.0,-29040635134.0,-32385863735.0,239157482703.0,54127481380.0,184686851147.0,150981955753.0,33187685346.0,,,
2019,006390,한일현대시멘트,Manufacturing,23311.0,384112775417.0,87250955699.0,84381275522.0,35223407456.0,560204794145.0,223543482782.0,294681123228.0,355590468482.0,41318305873.0,40865514951.0,,
2020,006390,한일현대시멘트,Manufacturing,23311.0,334267703511.0,71609086032.0,100317699649.0,57126991470.0,562929272004.0,199826547803.0,298494004821.0,307055132709.0,62782323502.0,64655658873.0,,
2021,006390,한일현대시멘트,Manufacturing,23311.0,396983547194.0,78389292923.0,91468593604.0,35949198370.0,596793705254.0,204244394807.0,318738995553.0,272590216437.0,40385273803.0,32558935409.0,,
2022,006390,한일현대시멘트,Manufacturing,23311.0,471150173575.0,103158285140.0,99102947162.0,35168293521.0,649126013507.0,211816879508.0,364660674882.0,285245441672.0,35704071411.0,-7872573636.0,,
2023,006390,한일현대시멘트,Manufacturing,23311.0,504671276477.0,104471278563.0,109498546053.0,48003342928.0,838319618658.0,251696313245.0,509904526683.0,447338760414.0,35062649744.0,68681902061.0,,
2024,006390,한일현대시멘트,Manufacturing,23311.0,513367579551.0,118071453087.0,148707250129.0,79088668239.0,906227621119.0,276537327057.0,543940215430.0,474782874604.0,60044526096.0,44934085249.0,,
